name,last_name,age
Sophia,Harrison,44
Eva,Massey,26
Marion,Holt,26
Blanche,Strickland,18
Matilda,Meyer,54
Harriet,Bush,22
Marion,Leonard,53
William,Edwards,51
Maud,Tate,39
Bessie,Crawford,29
Don,Russell,34
Daniel,Hunt,26
Ernest,Barrett,26
Sallie,Figueroa,60
Estella,Gonzales,31
Isaac,Watson,42
Chris,Wilson,51
Micheal,Wells,62
Christine,Brock,36
Leona,Wagner,65
Johnny,Atkins,45
Margaret,Carr,33
Dorothy,McGee,20
Joel,Morgan,18
Jorge,Duncan,37
Verna,Mitchell,39
Micheal,Keller,52
Marvin,Roberson,32
Stella,Long,42
Richard,Simmons,20
Bessie,Norton,33
Miguel,Briggs,34
Tillie,Mason,53
Peter,Erickson,61
Luke,Rogers,26
Bertha,May,38
Christopher,Lee,19
Lula,Willis,47
Floyd,Watkins,19
Charles,Castro,65
Jorge,Rose,47
Ricky,Saunders,65
Don,Barker,22
Victoria,Grant,27
Garrett,Barnett,56
Louise,Blair,45
Eddie,Atkins,58
Jeanette,Townsend,57
Corey,Simmons,48
Allie,Ward,36
Corey,Frank,56
Ray,Gregory,33
Kathryn,Ellis,28
Allen,Cobb,56
Philip,Jordan,48
Chase,Douglas,41
Nell,Abbott,63
Elva,Lindsey,20
Augusta,Soto,48
George,James,31
Alejandro,Lyons,57
Nannie,Campbell,33
Elva,Estrada,43
Philip,Russell,52
Tom,Green,25
Hallie,Rodriguez,44
Adeline,McBride,35
Lou,Maxwell,53
Nora,Cain,57
Dora,Wolfe,45
Mario,Hart,47
Pauline,Chapman,63
Estella,Sanders,45
Lucas,Bush,43
Clyde,Walton,57
Marc,Poole,23
Cody,Kennedy,43
Marian,Strickland,47
William,Marshall,42
Lola,Moss,25
Lee,Baker,22
Olive,Allen,18
Stephen,Thompson,50
Sophie,Bradley,30
Franklin,Floyd,62
Dominic,Wells,57
Frances,Reynolds,65
Sean,Poole,58
Mittie,Dennis,20
Clara,Patrick,29
Lois,Jones,39
Austin,Logan,44
Vincent,Patterson,26
Bessie,McCoy,20
Ora,King,34
Manuel,Murphy,52
Lewis,Richardson,29
Genevieve,Sullivan,20
Jacob,Henry,23
Sean,Holloway,47
Fannie,Barber,18
George,Day,41
Randall,Clayton,51
Nora,Gilbert,34
Jeanette,Berry,28
Mark,Wise,41
Mason,Long,27
Sally,Hawkins,32
Christopher,Mills,27
Lucas,Wright,41
Mae,Barber,59
Gavin,Boyd,32
Patrick,Padilla,36
Maurice,Lewis,45
Ethel,Johnson,47
Landon,Erickson,63
Barbara,Chambers,25
Carlos,Spencer,63
Jerry,Vasquez,49
Mae,Moreno,39
Lawrence,Silva,41
Eva,Colon,57
Sylvia,Mullins,25
Pearl,Ramos,36
Wesley,Christensen,60
Nora,Patrick,22
Maria,Evans,55
Ellen,Love,56
Martin,Bass,38
Carrie,Miller,41
Randall,Webb,39
Hattie,Flores,29
Seth,Quinn,28
Adele,Park,62
Derrick,Crawford,56
Dora,Harvey,65
Adrian,Maxwell,42
Austin,Cortez,48
Julian,Garner,30
Roy,Dawson,52
Kevin,Harrington,44
Douglas,Hogan,61
Isaiah,Palmer,54
Bessie,Medina,48
Max,Welch,42
Wayne,James,48
Douglas,Jefferson,27
Sarah,Marsh,42
Flora,Ingram,58
Melvin,Graves,39
Larry,Davis,54
Evan,Chapman,34
Jeremiah,Hart,30
Vernon,McGuire,40
Mario,Burgess,53
Nellie,Coleman,22
Logan,Bush,63
Rosalie,Hopkins,52
Lela,Beck,48
Gerald,Poole,41
Oscar,Burgess,40
Jose,Martinez,29
Cody,Poole,33
Chris,Jenkins,64
Nettie,Greer,21
Ida,McDonald,44
Kathryn,Crawford,31
Katherine,Bell,42
Dorothy,Logan,37
Charles,Burns,19
Gary,Walker,54
Nettie,Crawford,50
Jack,Sims,42
Emily,Jackson,19
Lou,Benson,40
Angel,Riley,21
Nettie,Steele,65
Sue,Reyes,26
Trevor,Byrd,51
Pauline,Hines,23
Sadie,Woods,64
Mittie,Simpson,19
Gerald,Dixon,19
Cole,McCarthy,65
Viola,Alvarez,42
Eula,Aguilar,33
Cynthia,Baker,33
Alvin,Huff,33
Iva,Valdez,50
Max,Briggs,30
Leo,Weaver,38
Eddie,Rodriquez,51
Georgia,Newman,42
Mason,Moran,36
Wesley,Harvey,42
Francis,Steele,59
Jason,Pierce,50
Charles,Dean,31
Matthew,Norman,61
Flora,Reese,45
Roger,Ball,47
Anne,Tran,29
Beulah,Walton,36
Violet,Salazar,65
Beatrice,Francis,45
Vernon,Campbell,58
Charlotte,Reid,24
Marie,Allen,23
Clayton,Marsh,24
Louise,Castillo,33
Jordan,Love,51
Kate,Stevens,37
Roxie,Rivera,40
Ada,Foster,48
Zachary,Arnold,31
Juan,Sherman,21
Dollie,Lyons,49
Troy,Guerrero,42
Nannie,Harris,65
Jon,Frank,46
Joe,Griffin,31
Jeremiah,Richards,55
Lulu,Tucker,31
Andrew,Joseph,30
Ophelia,Saunders,29
Anne,Carroll,51
Isabella,Farmer,39
Florence,Arnold,44
Charles,Myers,61
Cole,Moran,41
Arthur,Pittman,57
Carl,Anderson,29
Ann,Flores,27
Maurice,Rivera,55
Robert,Bennett,65
Miguel,Reeves,21
Alfred,Fields,32
Angel,McDonald,18
Bernard,Walsh,32
Johanna,Brewer,28
Abbie,Wilkerson,49
Lois,Collier,27
Eugenia,Moreno,64
Adrian,Owen,36
Kyle,Klein,57
Tony,Vasquez,52
Jeanette,Fernandez,49
Caleb,Simon,18
Eugenia,Snyder,45
Hunter,Lewis,44
Julia,McLaughlin,46
Edna,Mathis,60
Gerald,French,20
Minerva,Bailey,51
Jackson,Todd,24
Manuel,Sanchez,65
Howard,Nichols,24
Lucille,Peters,18
Nelle,Howard,52
Teresa,Drake,55
Jesse,Taylor,64
Lee,Schneider,27
Noah,Rogers,49
Louise,Russell,38
Aiden,Carlson,25
Dean,Barnett,34
Rose,Bishop,64
Donald,Harper,50
Anne,Henderson,56
Chad,Franklin,25
Harold,Goodwin,49
Marc,Richards,47
Jason,Lawrence,64
Aaron,Henry,22
Walter,McDonald,65
Nell,Nunez,23
Olive,Mendez,46
Bess,Reynolds,37
Emilie,West,35
Lillian,Dunn,43
Bettie,Curtis,46
Pauline,Griffith,64
Nina,Larson,48
Lida,Leonard,53
Isabel,Hunt,51
Isabella,Boone,64
Jonathan,Castillo,54
Eula,Patterson,60
Ernest,Fowler,61
Pauline,Beck,59
Cornelia,Johnston,22
Fanny,Alvarez,58
Louise,Strickland,63
Barbara,Blake,24
Alex,Miller,24
Maude,Colon,35
Roxie,Hale,53
Bernice,McKinney,52
Jayden,Medina,57
Grace,Clarke,52
Bertha,McBride,30
Rhoda,Jenkins,53
Helena,Riley,46
Carolyn,Blair,18
Grace,Santos,20
Leah,Alvarado,57
Isabelle,Cruz,22
Janie,Cannon,31
Rodney,Hicks,31
Mina,Pena,39
Chad,Scott,39
Rodney,Soto,46
Winnie,Gibson,30
Ray,Anderson,63
Marion,Marsh,37
Jesus,Adams,42
Bradley,Silva,57
Clara,Brooks,52
George,Aguilar,33
Adeline,Peters,26
Beulah,Baker,54
Bettie,Turner,44
Lenora,Barker,51
Luke,Newton,40
Roger,Fox,59
Iva,Hughes,51
Kevin,Jensen,26
Lou,Curry,53
Isaac,Barker,52
Luke,Floyd,23
Grace,Robbins,28
George,Ramsey,53
Minnie,Sims,59
Amanda,Washington,34
Maria,Stokes,20
Ruth,Duncan,60
Randy,Caldwell,19
Garrett,Nichols,24
Blanche,Harrington,43
Ethel,Bishop,24
Ophelia,Thornton,22
Harold,Sherman,25
Clayton,Newton,32
Genevieve,Roberson,38
Edith,Cooper,25
Elijah,Love,34
Lester,Gross,23
Nora,Bishop,33
Robert,Collins,27
Louise,Chambers,61
Mitchell,Vargas,34
Annie,Alexander,63
Lora,Gray,56
Lydia,Nunez,62
Beulah,Greene,60
Mabelle,Grant,19
Hannah,Fields,65
Rachel,Rice,28
Bertie,Franklin,53
Joe,Singleton,59
Sarah,Reese,35
Manuel,Strickland,18
Alex,Bailey,34
Elizabeth,Lynch,24
Josie,Hayes,25
Benjamin,Andrews,57
Sylvia,Higgins,63
Tom,Strickland,22
Dale,Weaver,60
Ricky,Lynch,40
Francis,Wagner,27
Winnie,Hardy,20
Henry,Poole,57
Gussie,Munoz,27
Lettie,White,35
Nannie,Rodgers,32
Jeremy,Myers,36
Landon,Hansen,31
Evelyn,Smith,18
Vincent,Peters,50
Seth,Curry,18
Howard,Walker,47
Derek,Mullins,44
Tony,Casey,31
Sophie,Fernandez,21
Harold,Cox,28
Marian,Cross,30
Isaiah,Torres,38
Eula,Underwood,22
Manuel,Lee,35
Dean,Poole,50
Jack,Pena,38
Brett,Hernandez,29
Violet,Cain,31
Laura,Moody,56
Alma,Hicks,63
Ian,French,56
Jennie,Austin,47
Lillian,Aguilar,52
Lida,Collier,65
Vernon,Myers,53
James,Atkins,50
Trevor,Nguyen,52
Estelle,Gutierrez,58
Jose,Bush,45
Seth,Jefferson,42
Roxie,Newton,60
Jeremiah,Graves,53
Hunter,Cortez,33
Marc,Adams,21
Annie,Garza,56
Luella,Simon,32
Linnie,Morales,56
Craig,Cohen,21
Dollie,Gilbert,47
Alberta,Gregory,58
Jason,Moody,46
Ella,Simon,43
Frances,Hale,57
Carrie,Hayes,44
Lora,Gardner,23
Sophia,McGee,44
Jeffery,Owen,50
Jimmy,Francis,40
Clara,Moreno,19
Sophie,Wallace,44
Kyle,Reed,32
Timothy,Bush,48
Joshua,Tate,50
Nelle,Parker,30
David,Medina,28
Marguerite,Bennett,44
Ray,Parks,35
Betty,Barker,32
Alan,Gonzalez,41
Gerald,Henderson,47
Calvin,Norman,24
Isaiah,Drake,31
Mathilda,Carson,48
Ethan,Andrews,28
Chad,Moore,44
Lucinda,Hardy,54
Kenneth,Williams,56
Stanley,Bowen,38
Janie,Silva,52
Effie,Beck,30
Clarence,Joseph,49
Emily,Erickson,63
Jose,Chapman,27
Harry,Schmidt,25
Nellie,Shaw,54
Jennie,Dixon,40
Loretta,Moran,48
Mina,Wong,27
James,Bailey,25
Sally,Reed,54
Arthur,Gardner,38
Beulah,Haynes,20
Ernest,Norton,55
Inez,Benson,36
Scott,Smith,39
Rena,Figueroa,45
Maurice,Obrien,61
Luis,Hart,49
Stanley,Stephens,65
Jordan,Lynch,45
Clara,Kim,64
Pearl,Kennedy,21
Rodney,Cannon,49
Loretta,Wilson,21
Lola,King,28
Joshua,Reese,49
Christina,Atkins,38
Mae,Patrick,29
Peter,Wright,27
Beulah,Franklin,55
Isaiah,Saunders,59
Virginia,Blair,21
Abbie,Richardson,38
Justin,Mann,59
Harriett,Kelley,25
Clarence,Hoffman,53
Alta,Cox,29
Caroline,Harris,42
Katharine,Hubbard,33
Wayne,Hogan,27
Ina,Jennings,63
Rodney,Santiago,28
Cora,Kennedy,50
Lucinda,Miller,61
Isaac,Chapman,54
Adelaide,Barton,60
Minnie,Pearson,51
Lucile,Craig,31
Frank,McKinney,63
Margaret,Malone,31
Nancy,Peters,24
Myrtle,Lucas,39
Nellie,Flowers,19
Millie,Quinn,59
Belle,Roberson,27
Evelyn,Richardson,24
Francisco,Higgins,42
Aaron,Burke,19
Alex,French,52
Arthur,Ingram,48
Richard,Alexander,52
Mason,Stevens,65
Carl,Neal,51
Bertha,Guerrero,26
Evan,Baldwin,28
Virginia,Ferguson,50
Estelle,Waters,45
Gordon,Mason,55
Victoria,Lewis,54
Mike,Henderson,27
Maggie,Hammond,49
Ronnie,Warner,60
Betty,Holloway,36
Pearl,Glover,42
Matilda,Drake,26
Larry,Gibson,62
Kyle,Frazier,38
Minnie,Page,36
Effie,Morton,41
Olga,Buchanan,54
Elizabeth,Pittman,45
Willie,Wright,55
Marion,Walsh,37
Timothy,Robbins,57
Lulu,Miles,33
Warren,Blair,48
Maurice,Austin,64
Addie,Frank,57
Corey,Patton,56
John,Roberson,44
Jeffery,Ruiz,47
Janie,Nguyen,35
Lawrence,Norris,47
Alma,Miller,63
Nettie,Barnes,43
Owen,Moran,26
Adrian,Salazar,26
Jimmy,Tyler,34
Georgia,Caldwell,32
Brandon,Dunn,47
Nora,Medina,44
Betty,Harris,31
Lucinda,Lawrence,65
Mabel,Cunningham,31
Dale,Simmons,29
Rachel,Patterson,51
Keith,Romero,61
Marvin,Frazier,49
Fanny,Gordon,45
Jimmy,Curry,38
Isabel,Wood,33
Cynthia,Keller,57
Brent,Cobb,49
Eula,Sanchez,65
Warren,Perez,42
Manuel,Rios,53
Barry,King,26
Minnie,Gray,58
Zachary,Logan,37
Elsie,Abbott,38
Gilbert,George,27
Mabel,Tyler,56
Lottie,Bowman,33
Fred,Horton,60
Myrtie,Ortiz,52
Rebecca,Gibson,18
Willie,Russell,57
Marvin,Walker,65
Theodore,Blake,28
Lois,Bishop,33
Sally,Woods,30
Carrie,Mack,37
Gavin,Chambers,47
Marc,French,37
Herman,Knight,18
Madge,Tran,43
Cornelia,Love,23
Winnie,Stewart,37
Vincent,Armstrong,42
Jay,Garza,26
Carrie,Cook,51
Corey,Guzman,39
Ernest,Schmidt,52
Ivan,Hall,60
Jeffrey,Jimenez,39
Lucile,Christensen,53
Mamie,Rodgers,53
Lewis,Saunders,20
Adeline,Greer,58
Mildred,Luna,65
Floyd,Collier,30
Maggie,Love,54
Charles,Reese,47
Nelle,Thomas,51
Earl,Kim,55
Iva,Wood,57
Nathaniel,Hampton,40
Caleb,Gilbert,46
Lettie,Hudson,35
Gilbert,Rose,31
Emma,Lane,42
Claudia,Parker,23
Janie,Hart,22
Helen,Love,37
Duane,Poole,34
Vera,Christensen,57
Julia,Medina,30
Susie,Vasquez,23
Mary,Robinson,19
Ricardo,Massey,65
Evelyn,Ortega,58
Myra,Blair,46
Polly,Hubbard,56
Amanda,Lyons,41
Caroline,Mason,33
Eugene,Harrison,37
Alvin,Stephens,21
Mable,Gilbert,20
Lucile,Parks,50
Olga,Fletcher,20
Etta,Dean,63
Eddie,Duncan,65
Ricky,Mitchell,55
Minerva,Taylor,51
Jon,Collins,19
Phillip,Garza,55
Kevin,White,46
Tom,Steele,55
Shawn,Thomas,49
Angel,Roberts,40
Owen,Chavez,50
Barry,Wright,32
Betty,Jacobs,42
Thomas,Farmer,21
Theodore,Garner,48
Phillip,Strickland,45
Nathaniel,Holmes,63
Henrietta,Rose,50
Nancy,Holland,28
Mathilda,Baldwin,44
Edwin,Barrett,50
Brent,Hampton,65
Gene,Hubbard,55
Jackson,Thornton,52
Maurice,Simon,39
Leah,Reid,22
Luke,Sutton,61
Garrett,Shaw,30
Stella,McDaniel,61
Carolyn,Marsh,31
Frank,Santiago,39
Lewis,Gross,18
Mittie,Howell,33
Teresa,Jackson,34
Madge,Snyder,60
Isaac,Williamson,20
Violet,Perez,30
Myrtle,Gibbs,48
Ray,Joseph,22
Brian,McDonald,27
Theresa,Parker,34
Mitchell,Carroll,32
Barry,Murphy,44
Lena,Clayton,35
Ian,Murray,56
Lucas,Pope,44
Marie,Harrison,34
Gavin,Gonzales,32
Max,Schultz,33
Mitchell,Higgins,54
Dominic,Harris,42
Dorothy,Elliott,39
Jimmy,Caldwell,20
Georgie,Cruz,34
Allie,Brock,41
Leroy,Stevens,42
Cody,Stone,33
Walter,Clayton,33
Lora,Cannon,51
Flora,Reese,23
Jesus,Bowen,62
Ivan,Rogers,64
Sarah,Santiago,64
Jesus,Hawkins,52
Lucy,Bowen,35
Micheal,Schwartz,63
Nell,Johnston,44
Alexander,McCarthy,38
Jeffery,Massey,18
Hettie,Ortiz,53
Rosalie,Vasquez,50
Amy,Hardy,59
Marie,Webb,58
Alfred,Parsons,51
Esther,Stanley,65
Evelyn,Scott,32
Jack,Singleton,21
Edwin,Swanson,59
Mattie,Kennedy,30
Lillian,Austin,40
Flora,Stevenson,26
Isabel,Sutton,56
Katherine,Patterson,31
Sam,Howard,59
Vernon,Sutton,29
Elijah,Burgess,49
Sean,Brock,56
Katherine,Bryant,59
Danny,Sullivan,21
Lelia,Banks,33
Peter,Hamilton,54
Curtis,Sherman,28
Ella,Carpenter,43
Frank,Taylor,61
Helen,Haynes,43
Julia,Ball,36
Della,Warner,43
Margaret,Christensen,56
Cory,Hunter,61
Alan,Murray,48
Miguel,Boone,19
Eddie,Bowman,39
Roger,Rodgers,60
Douglas,Phillips,42
Zachary,Mullins,56
Herman,Brock,49
Ola,Haynes,39
Maggie,McKenzie,32
Raymond,Fitzgerald,18
Gordon,Schmidt,18
Ruth,Alexander,64
Devin,Potter,36
Lenora,Riley,54
Mabel,Holt,55
Donald,Walton,25
Maude,Wagner,65
Helen,Clayton,53
Jeffrey,Reese,30
Essie,Burgess,41
Johanna,Summers,31
Rhoda,Phelps,53
Glenn,Pittman,33
Jacob,Patrick,59
Martin,Holland,44
Phillip,Hogan,43
Scott,Boone,20
Larry,Ingram,49
Earl,Singleton,59
Eva,Riley,37
Willie,Holt,62
Wesley,Beck,65
Owen,Jordan,57
Antonio,Fuller,56
Manuel,Turner,26
Sylvia,Vega,39
Ricky,Cole,64
Floyd,Austin,23
Gussie,Lyons,19
Willie,Curry,37
Olga,Cooper,22
Harriet,Carr,31
Leo,Johnson,25
Johanna,Gonzalez,31
Tom,Holt,23
Rosalie,Baker,58
Francis,Townsend,63
Mattie,Riley,30
Bettie,Ruiz,37
Glen,White,21
Nicholas,Phelps,59
Mable,Vasquez,31
Jessie,Weaver,42
Henry,Bryant,34
Francis,Mathis,34
Ruby,Mills,50
Lora,Frazier,40
Lora,Wilkins,25
Edith,Adkins,27
Sarah,Wilkins,23
Alejandro,Gill,27
Frances,Collier,24
Alberta,McLaughlin,49
Gary,Burke,63
Dean,Cobb,43
Keith,Joseph,37
Ada,Frazier,55
Teresa,Walsh,44
Milton,Cole,36
Gerald,Garner,36
Susie,Hoffman,51
Leon,Owens,65
Minerva,Webb,39
Leila,Burke,21
Virgie,Wheeler,23
Roy,Rodriquez,21
Glen,Chapman,30
Arthur,Salazar,65
Eula,Blair,40
Annie,Reese,25
Delia,Ingram,40
Edward,Frazier,57
Theresa,Saunders,18
Nellie,Warren,43
Glen,Craig,61
Betty,Pittman,49
Rosetta,Francis,48
Raymond,Bennett,49
Phoebe,White,19
Edwin,Glover,33
Augusta,Luna,49
Bettie,Gomez,35
Gertrude,Evans,46
Jason,Hanson,21
Garrett,Terry,50
Joseph,Rodgers,30
Ruby,Harmon,40
Glen,Walters,37
Manuel,May,38
Chris,Atkins,44
Nina,Bishop,58
Phoebe,Mills,33
Kyle,Oliver,48
Jason,Stokes,48
Chad,Gordon,44
Martha,Shelton,18
Pauline,Carroll,33
Edna,Castillo,43
Eugene,Myers,44
Derrick,Reese,21
Sara,Richards,57
Antonio,Gonzalez,59
Joshua,McKenzie,60
Glen,Horton,22
Charles,McKinney,26
Charlie,Nguyen,33
Ola,Delgado,64
James,McDaniel,60
Lillian,Barber,55
Florence,Lee,41
Alta,Martin,30
Madge,Norton,38
Alex,Thomas,22
Caleb,Harmon,58
Lora,Montgomery,60
Charlie,Armstrong,58
Wayne,Richardson,49
Frances,Carlson,65
Derrick,Gomez,64
Dominic,Wilkerson,35
Trevor,Carroll,36
Ryan,Sherman,64
Gabriel,Osborne,28
Cecilia,Alvarez,22
Charlotte,Wallace,59
Luella,Fuller,63
Evan,Brady,42
Brett,Gibbs,52
Chris,Jordan,46
Louise,Sparks,26
Mike,Maldonado,32
Jared,Swanson,54
Donald,Harrison,65
Leona,Robbins,38
Leroy,Harrington,52
Adrian,Bowers,45
Jeffery,Wilson,43
Sarah,Padilla,47
Adeline,Malone,38
Aaron,Black,65
Christian,Briggs,60
Angel,Olson,44
Margaret,Garner,56
Loretta,Nguyen,57
Jordan,Sandoval,28
Darrell,McCormick,57
Christina,Mendoza,41
Olivia,Rios,24
Adrian,Parker,32
Pearl,Jenkins,30
Francis,Ingram,32
Lura,Daniels,27
Wayne,Lawrence,65
Jason,Cannon,25
Isabelle,Powell,19
Harriet,Gibson,46
Tony,Shelton,41
Cynthia,Ford,62
Hettie,Atkins,38
Gregory,Clark,56
William,Ross,49
Flora,Sutton,44
Jim,Baker,26
Dollie,Fitzgerald,38
Oscar,Cunningham,37
Vera,Curtis,46
Lena,Powell,65
Ruby,Phillips,33
Jared,Gordon,43
Rosetta,Potter,62
Bernard,Erickson,58
Cordelia,Klein,29
Earl,Patterson,32
Mayme,Hughes,64
Martin,Hernandez,39
Jesus,Guerrero,53
Nannie,Johnston,56
Harold,Erickson,35
Harvey,Carter,60
Phoebe,Summers,52
Evelyn,McGuire,50
Cole,Ryan,54
Fred,McGee,45
Benjamin,Holloway,54
Amy,Mendez,58
Della,Townsend,51
Derek,Green,60
Owen,Maxwell,45
Mabelle,Long,41
Hilda,Baker,44
Ivan,Mann,29
Lydia,Townsend,55
Hannah,Huff,41
Hannah,Garcia,50
Connor,Tran,36
Abbie,Vega,34
Theresa,Goodwin,46
Dominic,Miles,55
Betty,Saunders,55
Vincent,Roy,47
Lida,Sandoval,24
Laura,Tyler,45
Alex,Hammond,64
Delia,Boone,29
Eric,Wilkerson,21
Estelle,Mills,58
Jose,Burke,41
Lulu,Quinn,28
Linnie,Poole,60
Nell,Ingram,26
Jane,Howell,56
Martha,Walsh,42
Glen,Schultz,60
Cornelia,Stevens,64
Lloyd,Graham,49
Beulah,Cain,25
Jayden,Roberson,28
Joe,Jordan,41
Harold,Pierce,57
Birdie,Garcia,62
John,Ward,54
Thomas,Munoz,28
Estella,Ball,33
Jerry,Moran,20
May,Marsh,19
Carrie,Anderson,61
Marian,Abbott,52
Nettie,Edwards,58
Helen,Rose,61
Arthur,Cunningham,62
Carolyn,Nunez,63
Lenora,Casey,27
Carl,Garza,58
Mario,Elliott,20
Birdie,Howard,44
Adeline,Riley,29
Olga,Clarke,30
Manuel,Cook,18
Bernice,Olson,59
Ophelia,Schmidt,23
Cameron,Dawson,57
Matthew,Dean,44
Rena,Massey,54
Fannie,Ramsey,61
Lawrence,Richards,30
Clarence,Greene,50
Ann,Chavez,53
Jeff,Henry,26
Helen,Ray,24
Keith,Johnston,58
Agnes,Guerrero,44
Wesley,Jones,61
Allen,Lane,20
Aaron,Boone,18
Leila,Miller,63
Dollie,Cobb,63
Harriet,Simon,18
Johnny,Roberson,19
Sallie,Howell,44
Jorge,Fowler,23
Lawrence,Snyder,61
Leila,Estrada,52
Francis,Tate,30
Hester,Castillo,62
Alberta,Griffin,48
Henry,Mann,53
Francis,Hawkins,18
Lucy,Wells,50
Howard,Doyle,29
Russell,Graham,63
Patrick,Rivera,42
Matilda,Benson,65
Alta,Hammond,23
Nellie,Rodriquez,52
Ernest,Gray,20
Jeffrey,May,53
Frederick,Frazier,38
Ina,Jordan,24
James,Mendez,52
Victor,Abbott,21
Chris,Goodman,24
Mittie,Cole,24
Leah,Cortez,62
Tillie,Sanders,50
Alma,King,27
Jesus,Cortez,30
Clyde,Carroll,42
Etta,Cortez,31
Minerva,Patrick,56
Willie,Phillips,27
Celia,Fleming,52
Justin,Morrison,34
Jim,Beck,29
Nettie,Alvarez,49
Matilda,Park,25
Albert,Valdez,39
Terry,McKenzie,61
Noah,Sandoval,51
Maud,Ball,25
Zachary,Watson,36
James,Scott,27
Emma,Cortez,35
Lester,Gordon,37
Virgie,Jimenez,27
Elnora,White,18
Wesley,Watson,52
Mayme,Montgomery,37
Leila,Clark,36
Martin,Perkins,57
Genevieve,Bailey,49
Gerald,Aguilar,55
Leo,Wong,32
Matthew,Leonard,35
Marcus,Weaver,26
Lena,Gonzales,43
Glenn,Black,19
Eddie,Austin,59
Leona,Jenkins,39
Hulda,White,65
Georgia,Reynolds,30
Violet,Morales,22
Fanny,Terry,53
Rosa,Brock,62
Clayton,Collier,60
Hallie,Wagner,19
Hallie,Mullins,32
Derek,Osborne,41
Eliza,Robertson,63
Larry,Williamson,61
Rosalie,Becker,45
Sallie,Mendez,23
Flora,Luna,40
Lenora,Hawkins,26
Mabel,Baker,55
Dale,Leonard,45
Agnes,Wheeler,58
Fanny,Mason,24
Cordelia,Hawkins,30
Millie,Hudson,57
Roy,Fletcher,19
Jorge,Santiago,61
Bess,Stevenson,65
Winifred,Anderson,22
Julian,Hubbard,62
Inez,Long,61
Lily,Brady,52
Brent,Hanson,41
Derrick,Goodwin,40
Jean,Stokes,36
Harvey,Schultz,43
Edith,King,64
Steven,Blake,38
Nicholas,Chapman,47
Bertha,Walton,23
Roger,Cox,25
Peter,Jefferson,61
Bill,Turner,24
Thomas,Long,52
Luke,Newton,19
Harry,Howard,31
Bessie,Welch,25
Chase,Luna,55
Frances,Parks,21
Derek,Hubbard,41
Roxie,Medina,54
Ann,Sharp,29
Stephen,Hicks,64
Don,Byrd,53
Howard,Greene,41
Gene,Johnson,55
Viola,Collins,25
Adelaide,Goodwin,31
Lola,Roberson,22
Elmer,Becker,18
Cameron,Bowman,49
Gussie,Soto,54
Andrew,Bradley,28
Lois,Holmes,28
Amanda,Morgan,62
Emma,Glover,39
Chris,Young,46
Bobby,Wong,22
Olivia,Beck,29
Milton,Garner,43
Leonard,Malone,60
Josephine,Diaz,20
Jacob,King,64
Sam,Jimenez,19
Leona,Rose,31
Marian,Watts,56
Estelle,Reynolds,23
Alta,McCoy,42
Edwin,Jacobs,42
Joshua,Ferguson,42
Millie,Pittman,52
Minnie,Larson,55
Maud,Guerrero,42
Luis,Hubbard,63
Elijah,Baldwin,35
Derrick,Burns,50
Lucile,Carpenter,49
Kate,Wood,41
Wayne,Craig,28
Linnie,Spencer,39
Nell,Lane,48
Ellen,Gibbs,53
Rachel,Baker,55
Hester,Jordan,18
Jessie,Barker,51
Isabella,Sutton,64
Leonard,Rogers,41
Lula,Black,42
Ray,Cruz,40
Clarence,Daniels,20
Cornelia,Wong,21
Gabriel,Swanson,32
Gavin,Griffin,27
Evelyn,Sherman,60
Glenn,Lindsey,27
Jason,Hale,40
Ada,McBride,19
Chester,Castro,61
Martha,Lambert,61
Sally,Allen,48
Dustin,Castillo,40
Ina,Reese,39
Estella,Wilson,30
Elnora,Collins,18
Ryan,McCormick,55
Minnie,Hogan,42
Ella,Walton,18
Lenora,Alvarez,45
Grace,Rodriquez,41
Celia,Cohen,31
Cory,Snyder,49
Darrell,Brady,20
Marian,Simmons,28
Alice,Cohen,46
Eula,Moreno,64
Ethel,Vega,45
Jesus,Holt,28
Oscar,Carson,62
Tillie,Briggs,46
Matthew,Fox,26
Mildred,Strickland,52
Roy,Barton,33
Juan,Higgins,18
Chester,Cunningham,48
Caroline,Higgins,47
Cecilia,Higgins,24
Henrietta,Stevenson,58
Clayton,Briggs,33
Christopher,Stevenson,27
Ernest,Simon,27
Martin,Harrington,59
Winnie,Huff,48
Alvin,Craig,43
Cameron,Vega,38
Matthew,Perez,39
Lucile,Jones,42
Jackson,Daniels,61
Ruth,Becker,31
Sadie,Leonard,24
Carlos,Patton,47
Warren,Tran,33
Franklin,Thomas,62
Effie,Tyler,32
Lottie,Page,50
Jeremiah,Bowers,61
Lilly,Moran,59
James,Schwartz,34
Clarence,Hicks,27
Phoebe,Soto,52
Ray,Salazar,54
Ida,Henderson,49
Mason,Estrada,43
Bessie,Weber,33
Harry,Pierce,60
Ricky,Stephens,22
Bernard,Salazar,44
Eleanor,Perry,26
Mary,Moody,41
Julia,Mathis,34
Bertha,Stewart,55
Rodney,Wheeler,56
Landon,Ferguson,19
Ada,Hanson,38
Gary,Fernandez,45
Aaron,Waters,30
Marc,Ruiz,27
Olivia,Lopez,41
Alfred,Mason,20
Amy,Parks,22
Douglas,Henderson,23
Bernard,Bass,31
Teresa,Paul,47
Joshua,Hunt,29
Franklin,Reed,47
Theresa,Graham,19
Juan,Blake,48
Eugenia,Terry,57
Louis,Stokes,40
Elnora,Maldonado,53
Herbert,Hodges,55
